num_subscribers
15276
11167
5811
3688
1673
9773
2964
362
5050
662
1425
736
319
115
1843
7660
8693
21087
18
21682
10670
1935
721
3324
115
114
105
3854
2351
1305
12974
2027
206
1705
2760
38
4
1625
460
3192
57
507
2230
554
27
446
1016
903
500
135
116
1143
8
5007
3
7484
119
1818
150
2053
5177
654
3699
21
810
2
2638
148
197
107
47
201
293
14
8
6050
2706
1318
9364
5421
1079
683
207
791
3372
323
76
817
119
4030
0
1369
152
2199
510
38
538
2164
1218
593
38
209
1515
1018
7785
1192
153
540
245
1254
4133
1580
441
331
190
1044
701
406
1403
1355
1299
869
27
1626
2472
2
1550
119
3759
21
4569
6636
976
59361
2075
50
185
59
16
35
88
21998
3223
1197
9483
668
12
7720
91
11
3137
10674
7867
1
48
3252
1284
8592
1337
1541
2965
238
384
19614
305
6628
3377
293
2
9554
11533
31
4783
8691
3
105
8234
214
50
1747
5
6612
494
764
978
1703
291
18101
108
5324
61
2195
4503
455
2570
25864
17463
8337
633
64128
1763
295
9762
9
450
646
10
860
407
4011
676
6811
421
47
1812
5542
42
10
3
658
736
25
3801
384
1421
4797
424
49
41478
17671
567
9
2197
549
7062
4248
25277
62
617
494
6
549
2686
97
13
5572
1703
103
5228
53
6
36
537
1552
283
111
1310
333
607
1184
157
4
694
800
4183
23412
1750
8
54
5738
5528
1122
6
43
1036
2091
6374
956
248
1356
4033
5547
727
8786
1213
14
299
1393
109
13
2200
2153
92
12893
1420
149
618
122
20652
13
486
1776
1087
31
11892
10149
11
1440
1284
5144
32
991
0
2146
106
1710
4128
2382
11011
543
100
37
1815
213
14440
1030
11758
98867
217
194
598
11536
50
2076
1987
13
1134
2051
4133
7375
0
11262
7
7
737
1898
1605
6975
268923
2353
1305
4855
79
2
1
1227
2591
17
481
402
1090
547
447
305
1871
120
5850
690
7
832
3209
94
797
0
1975
631
1329
38
1115
2273
387
353
31
91
74
48650
6510
5685
1241
811
1278
25
14
26
77
11
41
5
133
853
36
6
305
425
63
4090
740
507
2084
3011
136
1311
711
6117
623
113
915
183
1271
129
623
18324
3141
50
1343
343
101154
11080
142
2437
853
1971
13242
151
3784
4
2650
1433
1401
1215
948
1674
1736
98
1023
5272
1594
4529
1271
635
0
203
1618
3831
4967
62
1087
650
4876
2649
212
1526
326
564
17802
1237
270
83
50
4
152
2361
869
1
250
105
334
480
271
390
1723
2166
2103
33788
478
4537
3485
1089
1606
6420
4735
26
311
3357
1006
176
0
31070
8768
2715
426
13
4
13
774
7318
14
30531
1825
2097
56
1385
586
2784
1204
397
29
868
17554
65
462
0
9
1086
1137
1
41
155
29
1673
155
2076
3512
1182
785
27
1240
0
9421
1420
4
2
353
19
7
2
12
941
139
33
2362
12838
1449
91
114512
11
952
225
62
3811
2643
1236
81
6
2987
1175
1
6
4872
27
123
21
57
2383
7438
3590
3694
1122
4863
228
206
106
33
877
1116
2566
0
14551
679
120
1731
4452
376
1
0
61
5795
1589
1076
1582
1013
592
1735
0
71
476
261
1520
34
27
50815
2031
3360
4770
20
1064
142
153
40070
90
716
1145
4616
87
1882
114
168
3
1
738
2026
41
2086
1433
293
1152
1658
2044
15092
8594
115
584
0
3
1
80
223
3117
131
59
1338
1237
1793
244
1645
1
170
11
1043
3206
166
0
500
1463
58
1339
53
1229
229
2919
327
11666
4499
1525
84897
1129
30
246
0
368
252
4103
1142
322
1476
59
1388
373
343
29
2489
1532
79
18
1063
533
13457
14
608
241
1080
984
2786
375
10945
2893
1993
50
1452
8
112
1870
1018
2526
1424
2520
5921
560
3142
7
57
3782
4409
144
290
5
16282
15
1348
2252
16486
43
2573
5
10540
254
23
1327
44
95
2164
1602
1838
1530
47811
1119
2266
55
110
35
1007
359
197
231
4447
6293
48
973
817
2760
26673
287
806
0
11812
1077
0
1168
2578
252
75499
1876
942
19
1002
51
28
10
22
2795
437
45
4
1199
1049
224
46
14260
0
8
65
11
2101
5318
118
13
1573
817
61
5
1534
601
817
2134
2354
31
55
825
2285
442
32
4193
997
4653
876
36
6292
7416
2497
101
9425
72
44
5
0
112
10150
2238
21
251
2459
4675
3185
1332
57
14560
7449
108
5354
1202
543
4208
14074
73
1020
21
2755
1
556
143
3
4961
7
57
40
2749
1121
1292
653
57
1557
414
850
2618
10
51
15
735
45
1266
4405
272
3177
507
1753
0
1280
960
10875
390
1214
1842
2097
27
527
9
6
11724
867
1611
2789
0
2494
1031
1187
2197
6092
1452
2911
972
0
37
22344
381
563
1945
69
2074
1606
376
434
0
341
2804
26
1498
153
372
5
10869
1125
1447
186
1322
4892
187
1315
2
4560
44
104
1500
3883
40
1000
28
33
5962
11
3898
1047
2783
3599
1442
1048
9132
1002
1094
1040
5439
821
106
4
0
24575
2215
253
4661
6134
3411
1936
357
1513
5830
2953
5768
77
22
217
2
6073
190
1586
2692
770
0
26697
3619
61
1680
5181
0
2177
183
85
6856
3339
828
178
1735
1526
6428
8
2134
18
2650
2607
17847
496
713
9881
90
33
5
1050
294
1374
177
185
1924
338
9
2267
9
3000
4529
3
29
1477
1398
3503
84
227
9
238
21
17297
3
314
81
395
919
7169
1553
14
4557
785
293
4530
4563
1270
850
31
6050
1200
156
305
1916
7014
2988
452
99
5143
90
2239
721
10890
267
788
94
125
4
86
1832
1385
55
1873
394
8625
30
10
1406
1749
611
1329
1263
11384
445
912
79
18
528
1696
98
3329
383
211
58
0
3870
1262
1313
511
831
4061
12
83
152
2225
3
208
43
550
3812
1202
1024
1350
1029
2626
1540
1506
78
4010
193
8
1502
2424
6
353
2067
1047
11847
2293
6429
15
25799
5172
4
153
1
19
1275
837
7057
3523
2212
492
81
1478
101
27
346
16158
87
1027
7
2073
600
263
2814
5014
5
12021
280
13439
1239
3840
594
204
8496
1156
802
0
119
9
1197
1
57
965
0
15187
1028
10
1309
2971
8
261
1
2346
2388
167
288
21689
211
4034
530
12394
2122
361
132
1053
4
1468
52
3392
1806
24978
1599
2577
1557
7865
136
0
23
1274
2476
2234
92
68
123
3917
379
66
1724
112
104
2305
2214
1
57
1296
8985
2769
897
722
5950
7
86
2
3
1110
3357
298
751
5
555
491
354
5077
6565
835
1658
2510
779
694
604
408
21701
788
2
4
380
2650
16212
6215
1456
1
3295
3271
32
7743
462
5398
1976
2184
809
1951
677
45
9359
3903
45
48
2
73110
876
30
135
4550
627
0
34
187
1045
12328
0
306
44
7
1130
1611
4106
1186
12068
5108
4353
96
4
1520
2797
0
82
811
3979
6134
12873
689
103
0
4144
189
2490
1150
98
81
1101
478
247
7489
12563
557
0
335
113
11
126
139
3652
2865
49
71
637
1741
1098
313
18496
17
210
37
2058
701
2046
7
1653
916
1439
436
259
937
3721
4192
228
22
2415
237
13406
927
1284
5263
46
41
2464
17759
26800
249
262
14842
6958
1948
1146
12105
80
3601
12
861
297
885
686
1562
80
215
6751
481
2081
583
0
27
4905
4297
1224
11441
61
8
438
1468
4
8575
1905
21
677
2091
7407
2528
28
4407
4080
2665
50
382
11
54
0
1
2623
2174
2335
38
25
36
121
582
45
668
28
6219
4333
181
1
168
601
354
4587
89
342
5
30
297
5
1547
10
1
226
1
119
10
9607
240
578
10338
9833
1699
45
454
1284
2900
2558
2697
32
7
244
274
723
913
130
5
1459
2635
6315
973
1588
769
1152
6588
114
36
1235
1309
222
1039
8711
12
376
2981
43
1006
545
7449
2276
2606
10780
2071
801
1097
75
213
609
612
14103
16
2
567
420
62
1
154
12217
34
611
1532
409
1609
1925
1026
1849
2281
31
237
901
1
707
1822
172
662
192
172
1081
2698
1340
739
661
1353
12201
40
112
2669
1480
2104
1081
1723
19909
2985
4375
2859
22213
2780
152
3887
880
1121
8
122
4449
1186
147
13
385
5089
105
1640
12293
1683
733
1
155
0
61
797
1367
540
64
55
1697
2437
2877
6601
43285
227
115
922
9668
1
1095
3131
0
4733
458
245
21
1033
2914
12815
2281
24
0
273
1275
52
1477
6413
934
236
114
627
1096
1386
226
228
1504
1318
1056
1730
1
4158
43977
276
570
1150
272
26
4115
666
1055
121584
426
1169
2306
16
9332
1248
5484
1037
3571
308
111
18170
3
4252
56
937
68
19
88
83
968
60
2045
2119
1086
74
2222
1120
6039
98
246
483
5052
1564
1185
30
58208
3013
257
18
1032
9367
1613
384
17
69
1000
7
0
1193
1113
936
7130
949
116
146
869
104
6497
5301
117
8964
31
6527
43
20
186
267
168
9
26
1235
20890
967
422
17
5
1923
453
920
1168
89
1888
1410
72
306
137
342
2641
1517
13010
252
5368
4235
2102
2507
392
8777
1057
4687
505
867
28
1
21653
945
1076
1902
1032
5549
209
799
164
8968
4
652
616
452
206
0
1092
2673
553
10
57
2472
11
319
2039
71
1194
2342
1951
57422
33
4931
6185
2489
327
228
22999
75
1643
8
1276
10247
1766
4702
1802
4284
775
17
605
1777
3655
2000
2283
28
8059
6000
44
2002
5022
1209
834
23572
239
1323
3
1548
177
1768
1276
627
315
172
126
3
1780
302
3937
14254
363
5335
0
8901
19
28
3026
776
32
78
1788
702
1148
4442
6412
10
2145
20
1249
7
2
24
6742
325
5129
8
15715
6
1779
1852
2697
65
87
1235
886
770
1649
1069
2745
1987
3
5125
613
9945
2692
450
1548
1156
1472
3
5
454
6909
103
3757
16
1010
300
68
0
1023
92
56
13
2346
116
464
4982
6
462
292
7140
9015
3137
85
3525
120
507
7
16527
78
480
19339
80
1449
155
2721
28694
124
15
9056
716
12103
1554
74
4077
3
24861
503
1593
952
858
2096
1186
86
2451
16385
145
1730
9221
2358
41
2025
1132
26
1849
1566
3150
1046
12882
1419
5211
24857
3
11339
803
2853
1519
7178
2421
7
1203
1116
1350
91
586
6
7146
1189
16731
1797
2318
205
1905
85
791
1574
10100
7304
89
75
638
3143
12
5787
161029
5188
7211
2565
249
2247
5471
1867
2152
6648
91
3160
22
91
2
66
1
274
417
1741
951
888
4005
188
731
2146
8314
1
1135
7706
715
2273
100
83
3108
6
249
10603
17160
0
9
28
1
188
8067
184
707
88
0
6853
1562
988
1
98
7196
987
1772
578
65
4927
170
1282
8121
55
315
2493
347
97
91
10
1405
1509
5543
482
237
2185
189
19210
4991
44
1105
0
30
2160
2310
595
783
58
1922
1909
335
38
1732
768
10
5328
668
1780
447
969
265
23764
389
377
3
2227
1343
420
124
11
8
6508
715
73
326
256
1136
843
2296
5316
2240
7
61
126
401
4607
148
2035
11
431
73783
7501
3397
605
2
223
1518
11832
2015
14495
1825
397
11958
1216
1783
3390
655
9193
42
1117
567
512
1
11517
338
1904
26
1524
578
621
2052
0
9445
7
1294
13960
418
1094
66
4695
117
1302
177
17784
20073
353
827
35267
833
1199
653
7
780
2187
1282
2
2178
7017
5809
6271
1114
1279
15064
1814
1223
24481
520
32260
814
2083
28125
2596
797
718
270
3403
274
1303
412
1157
120291
38
23
23
6474
1679
17334
2
6944
135
9
461
1782
66
9464
578
4714
3190
1235
74
1213
162
3493
1777
42
989
426
110
5
7
33205
15500
111
1272
1
478
349
100
410
0
477
216
10610
347
18818
1147
2142
353
1645
22257
4306
521
1754
422
12340
300
3632
3420
81
739
4
1201
62
802
1512
14606
1052
280
311
17
534
198
92
8196
6153
636
502
51
13920
110
1720
33
1764
7852
120
10606
86
3179
1029
16
1454
87
9109
70
1874
21
28
68
326
4689
79
2911
4848
1011
10576
0
56659
395
18
72932
135
1061
6082
1033
1487
1087
4497
10689
28
13130
2379
142
3323
920
36
11
505
180
21
4290
3399
42
3
16900
8755
210
11
1873
22
2863
207
2652
54
9786
4720
193
57
3012
517
25
18
5
2801
336
1535
17
0
1703
2320
1128
1057
3299
5151
53
375
3903
1359
1380
32
135
122
89
2354
2007
1318
11492
964
1
62
1737
5800
509
103
1
0
431
196
214
1169
9832
1894
2
20
1
1415
1414
1655
6890
4820
518
1301
9
1269
3056
3444
3103
3381
56
2
47886
9067
17
8770
1085
1018
596
397
5
14
35
2743
2740
2470
2409
288
87
727
14118
12781
467
18
1
2046
5326
459
33
35
45
312
4183
367
7
1702
1276
71
172
829
947
1284
307
7750
540
1141
7
747
5407
29167
2222
3227
1193
3086
21
3730
4601
2390
1119
245
8711
367
2164
1294
16
28
6858
1634
1276
122
4
4463
42
577
1552
12458
260
11
1551
17
50
80
9375
3
205
894
1
1580
104
32935
613
709
8236
64
171
486
953
485
69186
1423
12953
3
8095
147
7884
2243
4040
1764
0
181
1
1504
973
64
37141
793
2784
9110
2177
55332
0
23229
4708
1560
1908
130
11574
3426
1469
1063
44
59
6008
1005
515
2357
4022
358
568
1734
83
1322
2000
207
32
3425
659
76
521
1736
10103
10874
465
1732
1566
2687
11
6162
10
334
6437
4919
3701
1942
214
225
424
9349
912
86
30
1428
22
775
3251
630
823
1966
1299
33
32
23
1212
4
136
750
327
421
631
5
7789
1360
741
778
7922
2873
1096
1933
362
5603
1
1924
5000
106
21245
1054
9355
25
2154
2837
390
232
1513
5301
4028
29348
746
2571
50855
706
1080
6
4
1222
14
550
32
120
7159
159
2
1018
1132
415
396
122
9028
4001
1447
1888
20
