num_lectures,price,days_since_published,content_duration
61,30,2106,3.0
51,30,1476,5.0
16,50,1907,2.5
29,40,1420,2.5
49,50,1797,7.0
16,0,1598,1.5
56,200,2024,4.0
7,20,2037,0.6333333333333333
68,50,1989,5.0
23,20,1442,1.5
6,60,2903,1.0
39,95,1993,4.0
43,20,1408,3.5
16,25,1779,1.5
136,200,2122,9.5
15,20,2257,0.6333333333333333
8,20,1452,0.5833333333333334
7,20,2078,1.0
49,150,2135,4.0
39,40,1931,2.0
20,200,2780,1.0
17,25,1839,2.0
77,25,1687,6.5
5,20,2514,0.6166666666666667
162,85,1547,31.5
54,20,1977,2.5
5,20,2051,0.7
33,95,1987,1.5
23,0,2468,3.5
83,50,2324,10.5
16,50,2276,1.0
24,80,1420,3.0
25,200,1352,2.0
78,30,3182,5.0
11,20,1361,0.6666666666666666
48,20,2484,1.5
402,200,1591,32.5
13,20,2741,1.5
43,95,1780,3.0
74,35,2348,8.0
11,25,1703,1.0
22,0,3127,2.0
28,85,2077,2.0
15,20,2421,0.6166666666666667
24,20,2293,4.0
15,25,2100,1.0
31,40,1896,4.5
28,20,1323,2.5
9,20,1693,8.0
53,70,1526,7.0
17,125,1395,1.0
32,50,2420,2.0
7,20,1476,0.6166666666666667
42,25,1440,3.5
7,20,2572,1.0
5,20,1645,0.6166666666666667
66,200,1664,6.0
20,50,2535,3.5
15,50,1635,1.0
9,55,1923,0.6666666666666666
12,195,1779,1.5
13,20,1983,1.0
57,30,2200,3.5
50,150,1668,4.5
9,30,2476,1.5
23,20,1460,2.0
10,35,2366,1.0
9,50,1329,2.0
7,35,1827,1.5
52,70,1799,3.5
39,150,1561,5.0
15,50,1767,2.0
38,200,2655,2.5
16,45,1640,2.0
12,200,1892,2.5
13,35,1359,0.5166666666666666
43,40,1588,5.5
16,35,1349,1.0
13,45,2291,3.0
27,95,2095,2.5
14,45,1831,2.0
11,40,2009,1.0
37,200,1848,2.0
31,30,2203,0.7
17,20,2007,1.5
173,110,1928,16.0
11,0,2506,0.5666666666666667
28,95,2150,2.5
12,20,1514,0.6333333333333333
26,145,1890,1.5
24,20,2237,1.5
53,20,1372,1.5
119,80,1385,13.0
6,20,2746,1.5
7,30,1755,0.6666666666666666
32,40,1482,4.0
23,50,1379,3.0
19,40,2402,1.5
22,0,1861,2.5
84,95,2327,7.0
34,50,1953,1.5
25,135,1542,2.5
30,0,2326,2.0
13,20,2469,1.0
12,20,2340,1.5
131,80,1400,12.5
6,0,2419,0.6
16,20,2431,1.5
72,20,2419,5.5
27,25,1366,3.5
14,40,1751,1.5
16,20,1822,0.6666666666666666
77,50,1778,13.0
22,20,1917,1.5
11,30,1830,1.5
10,20,1675,1.0
46,20,1474,6.5
34,50,1906,1.5
43,115,1743,4.5
20,50,2361,4.0
115,95,2192,2.5
17,20,2574,1.5
44,100,2033,1.5
14,0,1387,1.0
45,115,1846,4.5
29,75,1619,2.0
24,100,1730,2.5
43,50,1665,2.0
9,0,1443,0.7333333333333333
37,120,1605,3.0
55,20,2561,3.0
28,50,1703,5.0
12,20,1774,1.0
17,200,1538,1.0
30,0,1356,3.5
45,20,2004,5.0
5,50,1778,0.55
54,35,2632,7.5
112,45,1951,3.0
22,50,1628,2.0
34,60,1408,1.5
52,65,1750,4.5
19,20,2588,1.5
13,120,1984,1.5
21,20,1850,3.0
12,45,1603,1.5
27,50,2073,5.5
80,50,2528,4.0
353,200,2330,48.5
77,95,2142,6.0
61,195,1798,4.5
35,95,1486,3.5
20,20,1738,0.6166666666666667
12,30,2231,2.0
13,0,1579,1.0
110,200,1966,7.5
15,75,2130,1.5
61,200,1695,4.5
22,40,2043,2.5
10,35,1399,0.6666666666666666
12,30,2486,0.5666666666666667
141,50,2010,8.0
8,80,2067,1.0
110,195,1591,5.5
14,90,1531,0.7333333333333333
38,80,1554,2.5
40,195,1522,4.5
26,200,2081,2.5
147,50,2542,20.0
30,20,2306,2.0
32,40,1771,4.5
29,50,1902,2.5
26,55,2696,2.0
8,0,1518,0.5666666666666667
16,100,1352,1.5
25,200,2130,2.5
57,50,2191,3.0
10,40,1342,1.0
0,20,1889,0.0
9,50,1329,2.0
20,35,2007,1.0
51,45,1521,2.5
18,20,1977,1.0
16,20,1689,1.0
321,50,1513,3.5
5,20,1952,0.5666666666666667
77,195,2095,7.5
51,200,2253,5.5
49,20,2318,8.5
16,200,2081,2.5
13,40,1518,1.0
20,30,1464,1.0
17,20,2312,1.0
32,50,2429,5.0
37,55,1372,0.7
75,25,2961,3.5
64,35,1682,5.5
98,70,1871,13.0
49,195,1968,4.0
12,80,1697,0.6666666666666666
81,50,2812,5.0
63,40,1461,7.0
19,20,2340,1.5
17,50,1833,3.0
11,55,1402,1.0
56,50,1679,8.0
55,125,1757,2.5
6,20,1618,1.5
29,200,1535,4.5
26,40,1738,1.5
26,20,2695,3.5
12,30,1656,2.0
40,50,1577,5.5
358,50,1531,66.5
34,20,2466,6.0
41,30,2674,2.5
15,0,2377,1.0
28,200,2052,3.5
6,20,2277,1.0
15,60,2915,2.0
301,200,1954,25.5
36,60,2313,2.5
16,95,1582,3.0
82,75,2858,11.5
30,65,1905,4.0
13,30,1730,1.0
21,35,1329,3.0
18,95,1941,1.5
37,40,1925,6.5
48,95,1736,2.0
20,20,1990,0.6166666666666667
24,75,1358,2.0
26,35,1584,1.0
29,50,1836,2.0
16,0,2261,1.5
28,120,1702,2.5
15,40,2106,0.5666666666666667
18,50,1801,2.0
42,30,1483,2.5
36,20,2437,2.0
59,35,2331,2.0
12,200,1402,1.5
131,85,2809,7.5
14,25,2088,1.5
60,50,1506,8.5
9,50,1748,1.5
22,85,1950,1.5
38,50,2179,4.0
21,50,2533,3.5
17,45,1592,1.0
39,20,1606,3.0
17,100,1628,1.5
23,20,1795,2.0
32,200,2081,4.0
19,75,2067,1.5
77,50,1373,8.0
19,0,1861,1.0
14,75,1966,1.5
25,100,1743,2.5
10,50,2293,1.0
23,20,1645,2.0
11,20,1941,2.5
33,200,1863,2.5
72,40,1717,3.0
197,190,2221,21.5
48,50,2004,3.5
34,40,2477,1.5
53,50,1518,7.5
14,35,2282,1.0
49,50,1360,2.5
20,0,1324,1.5
39,50,1924,9.0
17,0,2486,1.0
11,20,2019,2.0
26,200,1351,1.0
24,50,2491,6.0
46,50,1772,8.0
18,20,1954,1.0
38,70,1392,2.0
19,20,2077,0.5166666666666666
24,55,2251,3.0
24,20,2420,5.5
40,85,1910,10.5
6,20,2689,1.5
20,45,2334,2.0
8,50,1519,1.0
103,120,2049,6.5
25,90,1353,2.0
15,45,1365,1.0
21,20,1745,1.0
17,25,2534,1.5
15,20,2241,1.0
47,20,2211,8.0
57,200,2724,8.0
272,150,2040,26.0
45,95,2248,2.0
10,25,1837,1.5
320,200,1569,23.5
24,0,1687,5.5
27,20,3092,1.0
63,60,1857,5.5
72,50,1392,5.5
25,20,1794,1.5
14,20,1490,1.0
21,50,1468,1.5
24,195,1892,1.0
17,0,2562,3.0
27,20,1541,1.5
129,200,1555,15.5
17,0,1606,0.7333333333333333
16,100,2017,1.0
29,40,1483,3.0
91,180,1812,4.5
94,200,1990,8.5
24,20,1805,3.0
62,195,1381,5.0
45,75,1344,6.0
59,100,1922,3.5
9,200,2031,1.5
7,20,1823,0.5666666666666667
39,50,2529,1.0
9,50,1514,2.0
32,20,1926,2.5
29,100,2209,3.5
41,85,2219,2.0
29,65,1935,2.0
18,0,2226,3.0
48,145,1746,8.0
50,85,1338,3.0
12,50,1329,2.0
22,20,1646,1.5
6,20,1338,0.55
30,100,1349,1.5
70,40,1723,14.0
58,125,1395,6.0
19,45,1404,1.0
15,45,1815,1.5
30,35,1691,2.0
54,195,1680,6.0
23,20,1554,1.5
81,150,1758,4.5
26,200,1915,3.5
24,75,2967,4.0
5,20,2094,1.0
56,35,1472,5.5
90,20,2538,10.5
52,100,1916,4.0
8,25,1364,0.6833333333333333
35,80,1665,3.0
56,195,2273,5.5
27,20,1396,1.5
15,50,1362,1.5
40,95,2077,4.5
34,20,2640,1.5
28,20,1930,3.0
29,200,1498,2.0
5,25,1710,0.6166666666666667
53,175,1466,8.5
21,20,2148,1.5
49,25,1786,4.5
16,20,1339,1.5
15,200,1998,0.5166666666666666
42,135,2093,3.5
19,50,2324,2.5
27,40,1395,6.0
123,30,2122,9.0
41,30,2207,12.0
18,40,1736,1.5
13,50,2123,1.5
7,115,1630,1.0
7,85,1469,0.6333333333333333
28,50,1869,3.0
26,195,1974,3.5
64,20,2472,8.0
9,20,1870,1.5
55,20,2159,7.0
8,50,1958,0.5666666666666667
12,95,2400,1.5
43,20,1829,1.0
30,20,1819,2.5
77,195,2157,12.0
62,20,2473,5.5
21,20,2563,2.0
25,70,1865,3.5
12,20,1518,2.0
14,30,1496,1.0
13,0,1456,2.0
115,85,2169,6.5
64,50,2413,3.5
342,200,1934,43.0
28,25,1727,3.0
64,20,1987,7.5
24,20,2204,1.0
12,40,1526,0.6333333333333333
33,170,1918,3.5
18,50,1900,1.5
92,125,2102,12.5
12,20,1877,2.0
8,0,1339,1.0
10,20,2563,1.0
12,40,1771,1.5
779,200,2739,44.5
8,20,2088,1.5
24,160,2343,2.0
7,65,1401,0.5666666666666667
6,40,1604,0.6333333333333333
45,20,1692,2.5
33,200,1330,4.0
55,200,1385,4.5
15,50,2040,2.5
10,60,2912,2.0
38,25,1891,4.5
24,50,1637,2.0
54,0,1939,2.0
5,0,1521,0.6166666666666667
30,20,1589,4.5
12,20,2202,0.7
43,125,1486,3.0
111,200,2184,17.0
69,80,1506,8.0
12,40,1812,0.6833333333333333
40,195,1930,3.5
23,0,2243,1.5
9,20,2688,2.0
33,200,1842,2.5
14,20,2297,1.5
98,195,1997,13.0
28,55,2075,1.5
5,20,2589,1.0
97,90,1524,7.0
55,50,2331,7.0
21,180,1429,2.0
20,20,1770,1.0
98,85,2809,10.5
22,50,2466,2.5
53,20,1929,3.0
140,125,1818,11.0
87,195,1374,8.5
12,20,1373,0.5166666666666666
27,20,2449,1.5
17,200,1417,1.5
12,20,1619,0.6666666666666666
24,95,2010,2.0
89,195,1423,20.5
18,40,1567,2.5
15,20,2575,1.0
78,50,2164,14.0
16,35,2393,1.5
221,200,2086,18.0
77,0,1702,6.5
71,20,2800,3.5
56,75,1506,5.5
20,20,1694,10.5
111,140,1731,9.0
17,30,3060,1.5
24,50,1372,2.0
56,75,1839,3.0
10,30,2238,2.0
27,200,1486,2.0
45,100,1532,4.5
49,110,2341,4.0
7,20,1869,0.6333333333333333
21,0,2203,3.0
43,50,1795,8.0
31,25,2176,3.5
12,50,1969,1.0
10,200,1490,2.0
31,20,2157,2.5
33,200,1436,3.0
7,35,1605,0.7
5,0,2506,0.6666666666666666
10,60,1834,1.0
25,0,1889,2.0
67,100,1769,5.0
24,100,1784,1.5
5,50,2273,0.6333333333333333
21,50,2152,3.0
60,50,2043,3.5
15,150,1454,0.65
12,20,2448,1.0
68,80,1681,6.5
21,45,1825,4.5
20,35,2023,2.0
20,25,2316,1.5
99,150,1453,9.0
40,45,1724,2.0
63,150,1521,8.5
75,60,2437,15.5
12,30,1633,0.6166666666666667
24,195,1506,4.0
10,0,1537,1.5
48,125,1612,4.0
26,20,2035,2.5
5,135,1630,0.5
35,75,2963,7.0
11,20,1629,0.55
176,25,1566,5.0
47,165,1429,5.5
21,100,1766,1.0
143,50,2986,15.5
19,35,2322,1.5
41,95,1724,6.0
22,60,1606,1.5
25,100,1812,2.0
17,50,1387,1.5
46,60,1493,6.5
19,20,1731,1.5
23,85,1633,4.5
50,50,1982,10.0
23,20,1328,1.5
13,20,1688,1.0
29,50,3148,2.5
31,40,1680,3.0
23,50,2476,4.0
12,25,2133,2.0
31,40,2218,4.0
8,30,1658,0.5333333333333333
35,20,1577,2.0
19,115,1877,1.0
5,20,2746,1.0
29,50,1387,2.0
19,30,1512,4.5
20,20,1954,0.55
84,195,2032,7.5
41,100,1345,1.5
7,0,1723,0.5333333333333333
20,0,1857,3.0
12,195,1478,1.5
12,20,2154,0.45
215,85,2424,10.5
18,200,2785,1.0
27,20,2457,0.7333333333333333
19,40,2058,2.0
15,40,1429,1.0
61,195,2144,6.0
15,20,2532,1.5
118,195,2185,18.5
6,50,2812,1.0
8,20,1337,1.0
76,200,1986,5.0
82,30,1720,8.0
7,35,2511,1.5
11,20,2031,0.7
23,20,2254,1.0
44,0,1420,2.0
9,40,2137,1.0
16,20,2130,2.0
11,40,1574,1.5
39,40,1672,2.0
25,95,1965,1.5
11,40,1772,1.5
33,70,2043,4.0
13,75,1727,1.0
21,20,1643,1.5
35,70,1926,1.0
20,95,1703,2.0
49,45,1828,6.0
225,50,1590,78.5
6,20,2340,0.5666666666666667
20,50,1973,2.0
102,50,2135,7.5
14,20,2086,0.6833333333333333
271,200,2051,22.5
27,20,1950,1.0
19,40,2017,2.0
41,100,1752,3.0
5,20,2746,1.0
10,25,1386,1.0
6,20,1919,0.6
19,95,2211,2.0
20,25,1903,1.5
20,75,2107,1.5
19,55,3183,2.0
117,195,1656,14.0
13,40,2511,2.5
85,65,3010,62.0
9,20,1948,0.5333333333333333
103,105,1714,12.0
67,50,3277,7.0
89,20,2023,4.0
11,40,1471,1.0
57,50,2540,3.5
33,200,1576,6.0
30,20,1750,3.0
42,100,1388,2.0
28,100,1800,2.0
114,150,1464,13.0
35,40,1451,1.5
136,145,1339,8.0
29,150,1819,2.0
21,20,2910,3.0
17,50,2476,3.0
7,20,1391,0.5666666666666667
122,30,1846,12.0
6,0,1857,0.6833333333333333
27,40,1918,3.5
35,200,2082,1.5
26,20,2469,3.5
28,0,2253,3.5
15,40,1384,2.5
16,55,2365,1.0
14,50,1512,2.5
15,120,2015,1.0
13,20,2641,4.0
113,50,2671,24.0
10,50,2052,1.0
74,50,2207,1.5
84,35,2577,8.0
25,195,1372,2.0
61,200,1668,4.5
67,145,2190,8.5
43,100,1843,3.0
20,70,1335,3.5
53,20,1653,7.0
116,50,2010,16.0
43,200,1461,2.0
25,50,1980,1.5
7,50,1668,1.5
34,30,2617,3.0
59,35,1359,5.0
110,195,1470,13.0
28,20,1947,1.0
35,50,2515,5.0
39,40,2231,2.0
14,0,1392,2.0
11,100,1358,1.0
20,100,2093,1.0
29,40,1771,3.0
25,50,1742,6.0
77,150,1993,4.5
23,20,2095,0.5
32,20,1364,3.5
44,100,1793,5.0
25,50,1762,6.0
28,40,1771,2.0
7,120,1625,1.0
14,45,2324,0.65
51,50,2766,24.0
22,95,1994,1.5
240,95,2008,23.0
32,50,2037,1.0
34,25,2043,1.0
130,50,2522,7.0
26,50,2747,1.5
23,150,2423,2.5
68,35,2344,1.5
19,40,1644,1.5
33,75,2647,20.0
21,20,2038,2.0
59,95,1629,2.0
46,20,2218,2.0
17,0,2520,2.0
25,40,1864,2.5
123,35,2244,7.0
9,0,2515,2.0
63,50,1651,7.5
23,20,2813,1.5
11,50,2753,5.0
44,75,2830,5.5
77,195,1529,11.5
16,20,2254,1.5
11,40,1463,1.0
31,195,1840,1.5
57,50,1617,4.0
18,0,1973,1.0
60,20,1842,4.0
17,195,1777,3.0
20,0,1644,1.5
7,20,2500,1.0
281,200,1910,22.5
286,180,2124,29.5
41,75,1407,1.0
75,200,1428,12.0
17,20,1350,3.5
29,150,2004,0.6833333333333333
22,145,1743,1.5
26,40,1486,2.0
36,95,1359,3.0
45,60,2360,3.0
55,50,1807,6.0
11,0,1749,0.6666666666666666
25,150,2483,3.0
12,185,1457,1.0
37,30,1729,3.0
38,20,1752,2.0
18,20,2039,1.0
17,85,1737,2.0
83,200,1639,3.0
25,50,1953,2.5
49,20,2102,3.5
26,25,2831,3.0
20,75,1909,1.5
20,60,2296,1.5
133,200,1556,19.5
11,200,2531,1.5
46,20,1884,4.0
26,55,2129,3.5
7,40,1548,0.5166666666666666
16,20,1384,1.5
20,0,1374,1.0
144,200,2503,8.5
28,200,1911,3.0
17,20,2271,0.5333333333333333
10,55,1955,1.0
21,20,2508,2.5
11,30,2364,0.6333333333333333
21,20,1377,1.5
56,30,1465,5.0
30,50,2466,3.0
77,40,2064,14.5
41,20,1783,4.0
10,75,1877,1.0
39,20,1919,2.5
16,150,2240,5.0
77,50,2135,5.0
57,45,2204,6.0
17,20,2391,1.5
24,20,1836,2.5
46,20,2188,2.0
45,180,2914,11.0
28,0,1807,2.0
35,150,1514,3.0
22,20,1935,1.5
36,95,2072,5.0
39,200,1926,3.0
14,35,1757,1.0
21,20,1392,2.0
27,0,2810,3.5
58,0,2033,3.0
491,200,1834,57.0
41,55,2365,3.0
61,45,2087,4.0
29,0,2424,4.0
39,200,2176,6.5
8,20,2628,0.6166666666666667
15,50,2227,2.5
22,40,1365,1.5
13,20,2210,1.5
22,0,2162,1.0
18,200,1439,3.5
34,35,2766,2.0
10,30,1695,1.5
11,30,2141,1.0
33,60,1527,6.0
49,20,2511,3.5
109,50,1539,13.0
87,30,1369,9.0
62,145,2196,6.0
25,0,1584,1.5
25,175,2138,2.0
20,25,2252,1.5
8,20,2126,1.0
8,0,2478,1.0
47,60,2216,4.0
52,200,1323,2.5
16,35,1912,1.5
45,50,3001,5.0
20,120,1930,1.0
142,160,1380,8.0
33,200,1507,4.0
9,20,2343,0.6666666666666666
28,0,1650,2.5
13,20,1924,1.5
39,50,1709,2.5
42,200,2320,5.5
23,0,2364,1.0
16,25,1570,2.0
6,50,1585,0.6666666666666666
72,20,1853,4.0
10,20,2157,1.0
48,40,2547,6.5
44,75,1910,3.5
82,50,2520,4.0
108,50,2303,7.0
14,20,2033,1.0
9,50,1330,1.5
23,0,2151,0.6166666666666667
34,115,1591,4.0
27,25,1645,0.6333333333333333
12,20,1919,0.5666666666666667
73,50,2239,5.5
38,30,1352,6.5
29,20,2186,1.5
48,30,1939,2.5
36,120,1498,4.5
15,20,2101,1.5
22,100,2124,2.5
78,125,1496,9.0
12,50,1753,1.0
40,105,1583,3.5
31,30,1346,1.5
41,130,1853,5.0
108,95,2209,9.5
24,40,2210,4.5
12,100,1400,1.0
30,20,1702,2.0
18,40,1543,2.5
27,50,2077,2.0
9,20,1974,0.7166666666666667
29,0,2178,4.0
47,75,1393,1.5
52,65,1675,3.5
13,20,1977,2.0
101,75,1865,4.5
44,30,1633,3.0
79,195,1421,11.5
34,50,1437,2.0
54,50,2198,6.0
9,20,2500,0.6166666666666667
39,60,1914,3.0
28,20,1805,4.0
26,200,1596,3.5
33,115,2200,2.0
13,115,1349,1.0
47,20,1919,2.5
15,60,1854,20.0
19,200,2201,2.0
25,20,2977,2.0
51,25,1841,4.5
12,50,1917,0.6833333333333333
54,20,2372,10.5
7,20,2816,5.5
28,20,1851,3.5
22,200,1471,1.0
9,0,1371,1.0
23,45,1657,3.5
17,45,1354,1.0
17,20,1757,1.0
58,20,1950,5.5
43,195,1565,3.0
14,20,2575,1.5
9,20,2513,1.5
26,20,1828,1.5
22,60,1384,3.5
13,20,2036,1.0
12,30,2826,1.0
23,25,1356,0.6
8,50,1972,1.0
90,200,1962,6.5
12,20,1560,1.5
16,35,2537,2.0
54,120,1456,3.0
49,50,1482,5.5
13,125,1541,1.0
34,30,2162,3.0
14,40,1707,1.5
291,200,1585,31.0
44,95,2268,2.5
24,20,1330,1.0
9,40,1771,1.5
47,190,2569,12.5
20,95,2766,1.5
11,0,1737,0.5333333333333333
77,50,2239,4.5
23,95,1585,1.5
183,20,2080,2.0
11,40,1871,1.0
329,190,1833,22.0
384,200,1927,76.5
85,200,2144,8.0
4,20,1591,0.3166666666666666
7,20,2500,0.5666666666666667
29,50,1387,4.0
122,100,2192,19.0
191,200,1454,31.5
21,65,1442,0.7333333333333333
21,0,2386,2.0
58,100,1552,3.5
54,195,2001,3.5
134,20,2330,11.5
28,50,1708,3.0
15,45,2207,0.6
29,20,2370,4.5
195,145,1391,12.5
17,0,1791,1.5
32,50,1897,4.5
37,200,1350,2.5
24,100,1633,1.5
15,20,2297,0.6666666666666666
27,20,1798,2.0
21,100,2657,1.5
66,200,1442,3.5
17,20,2171,0.7
23,65,1387,3.0
11,35,1359,1.0
8,65,1553,1.0
107,180,2265,14.5
8,45,1622,0.55
12,20,1715,0.5666666666666667
38,155,2555,4.5
28,50,1941,2.5
15,20,2240,1.0
19,20,2398,2.5
71,45,1447,11.0
13,200,1785,2.0
38,25,2480,2.5
20,75,2478,1.0
10,55,1965,1.0
22,120,1862,1.5
10,95,1656,1.0
61,195,1465,12.5
28,0,1815,1.5
41,95,1877,3.0
15,200,1401,1.0
53,50,3220,4.0
70,50,1567,1.5
31,95,2921,2.0
20,40,2293,2.5
19,35,2186,1.0
5,20,2183,0.7166666666666667
91,50,2025,13.0
19,195,1512,2.5
127,35,1491,31.5
19,25,1805,1.5
28,20,2142,3.5
61,200,1634,15.0
75,100,2792,5.0
23,50,1408,3.0
33,30,1946,1.5
15,135,2309,1.5
22,20,1813,2.0
29,100,1443,1.0
174,195,1854,10.0
9,20,2119,0.5333333333333333
12,0,2357,1.5
5,50,2231,1.0
23,25,1851,2.5
21,80,1972,2.0
39,30,1959,4.0
37,200,1652,2.0
28,20,2209,2.0
24,30,2014,3.5
70,20,2343,8.0
21,30,2254,3.5
44,75,2070,3.0
74,45,2687,13.0
31,60,1942,3.0
30,0,2507,3.0
25,20,1549,1.0
25,150,1805,1.5
30,200,1347,3.0
15,0,2044,1.0
15,20,1980,1.0
96,100,2186,17.0
37,30,1442,4.0
24,200,1477,1.0
28,50,1783,6.5
23,40,2010,2.5
46,50,2184,3.5
10,30,1414,1.0
13,20,2057,2.0
43,25,1885,2.0
84,75,1482,5.5
28,200,2043,4.0
45,25,1841,4.0
15,30,2217,2.5
14,20,2912,1.0
77,50,2543,5.0
14,35,2544,2.0
26,0,1380,4.5
48,30,1489,6.5
37,65,1943,4.0
11,50,1395,1.0
16,50,2535,2.5
25,30,2403,4.0
59,20,2005,2.0
29,50,1778,3.5
12,20,2424,0.7
65,95,2681,68.5
11,40,1714,1.0
29,30,2249,5.0
6,135,1629,0.5
18,35,1388,1.0
36,0,1360,2.5
14,40,1550,1.5
62,120,1640,7.5
10,25,1525,1.0
41,25,1865,4.0
16,95,1612,2.0
10,20,2562,1.0
11,20,2737,4.0
80,50,2451,11.0
19,50,1533,2.5
71,120,1851,12.0
105,95,1539,18.5
42,200,1624,2.0
138,195,2276,7.5
12,0,1837,0.5166666666666666
27,25,2271,2.5
49,20,1693,2.5
69,145,1715,12.5
46,200,1443,2.5
66,200,1469,6.0
31,200,1667,2.0
102,120,2177,14.5
14,20,1863,1.0
24,50,2535,4.5
8,200,1419,1.0
18,20,1378,1.5
27,195,1430,6.5
30,20,2159,2.0
19,195,1983,1.5
21,150,2395,3.0
43,75,1804,0.5
33,20,1834,5.0
9,20,1692,1.0
38,40,1771,3.0
51,175,1639,4.0
34,45,1831,5.0
57,100,2119,5.5
85,200,2010,6.5
84,150,2075,5.0
54,50,2032,10.0
15,45,1362,2.5
42,95,1792,3.0
28,75,1612,2.0
22,95,1727,2.5
27,150,1455,1.5
17,95,1461,1.5
28,60,2311,6.5
31,125,2179,3.5
19,30,1667,2.0
88,60,2399,23.0
32,200,1598,4.5
174,200,1459,20.5
7,20,1750,0.6833333333333333
8,60,1324,1.0
12,30,1927,0.5
86,20,1996,4.0
50,60,2316,9.0
17,50,2468,1.5
224,200,1799,44.5
18,0,1336,1.0
14,20,2149,1.0
56,40,1556,4.0
14,20,1619,1.0
54,60,2339,10.0
36,50,2357,1.0
37,155,1925,2.0
17,20,1660,1.5
19,25,1370,2.0
23,145,1925,2.5
12,90,1470,1.0
16,0,2873,1.5
36,40,1931,6.5
5,50,2088,1.0
21,0,2702,1.0
25,20,2446,7.5
17,35,2179,1.0
135,190,1548,9.5
31,200,1456,1.5
18,200,1442,2.0
32,95,1563,3.5
11,20,2045,1.0
17,20,2584,2.0
10,40,1644,1.0
88,0,1797,6.5
44,160,1656,3.5
9,35,1414,0.7
7,45,1492,0.6333333333333333
9,30,1863,1.0
24,200,1610,4.0
41,95,1818,3.0
78,95,1737,11.5
38,95,1758,2.5
54,50,1405,1.5
15,0,2002,0.6166666666666667
15,200,2032,1.5
196,40,1493,5.5
10,55,1387,1.0
52,195,2259,5.5
133,50,2252,15.5
41,30,1469,5.0
27,50,2480,3.0
79,150,1681,7.5
60,50,2025,2.5
27,180,1758,2.5
11,195,1755,1.5
40,120,1842,3.5
69,20,1853,3.0
7,0,2135,0.7
126,110,1681,7.5
8,40,1644,1.0
23,90,1419,2.0
330,65,1606,32.5
17,30,2424,14.5
108,20,2582,3.5
30,50,2072,1.0
16,40,1388,1.5
25,150,2012,1.5
13,200,1576,0.6833333333333333
462,150,1720,62.0
26,40,1838,3.5
18,20,1441,1.0
65,70,1840,3.0
43,20,2369,6.0
36,20,3038,2.0
14,200,1498,1.5
34,20,2177,4.0
115,110,1564,12.5
9,20,2011,0.5833333333333334
26,195,1438,3.5
107,20,1331,10.5
24,125,1477,2.5
17,200,1583,1.0
11,40,1771,1.5
12,20,2082,1.5
36,25,2283,7.5
10,20,1684,1.0
37,35,2345,3.0
113,80,1826,5.5
51,125,2137,4.5
118,200,1794,24.5
21,50,1776,2.5
6,20,2052,1.0
22,50,1360,1.0
87,30,1721,11.5
32,100,2039,3.5
15,20,2065,0.5333333333333333
27,20,1980,4.5
22,200,1337,1.0
10,50,1330,1.5
22,165,1558,2.5
35,25,2218,2.5
15,20,1644,1.0
15,40,2008,3.0
59,95,1503,2.0
35,20,1665,1.5
12,20,1993,1.0
53,135,1330,12.5
130,35,1471,31.5
23,200,1331,1.5
22,150,2106,2.5
44,25,2022,3.0
90,100,2086,10.5
53,75,1890,11.5
17,20,2081,1.0
80,150,1408,7.5
13,25,1427,1.0
51,50,1756,3.0
316,180,2140,24.5
16,20,1482,3.0
11,0,1777,0.6666666666666666
57,150,1830,15.0
18,20,2049,2.0
86,95,1385,5.5
125,50,3166,12.5
27,100,1442,3.0
7,25,2493,2.0
13,0,1977,0.5333333333333333
10,20,2772,1.0
48,145,1660,4.5
84,195,1388,8.0
36,50,1913,3.0
29,20,1351,2.0
71,50,2469,3.5
28,25,2437,4.0
61,95,1843,14.5
10,0,1782,2.0
19,35,1974,2.5
19,45,2177,2.5
13,70,1850,1.0
23,30,2437,2.0
25,20,1393,3.0
27,120,1814,2.0
22,20,1848,2.5
126,195,1547,13.5
33,20,2377,0.6166666666666667
8,20,2511,1.0
8,25,1797,0.6333333333333333
150,200,1497,11.5
14,60,2922,3.0
40,50,1853,4.5
35,30,1902,1.5
47,20,1694,4.5
37,50,2253,5.5
38,70,2168,3.5
24,105,2688,7.5
29,30,1391,2.0
78,50,1612,7.0
19,20,1414,3.5
5,20,2746,1.0
15,40,1771,2.5
50,40,2712,8.5
56,50,1548,8.0
30,200,2283,1.5
5,25,1388,0.1333333333333333
15,50,2407,1.5
15,50,1924,0.6
74,25,2092,8.5
13,25,1444,1.0
28,70,1926,1.0
11,0,1850,1.0
8,0,2458,1.5
11,50,1969,0.6
21,0,1336,2.0
58,100,2073,10.5
73,20,1338,7.5
12,20,1428,2.0
17,20,2140,2.5
14,30,2148,4.0
82,200,1529,9.0
204,200,1731,16.5
36,40,2017,1.0
12,40,1622,1.0
35,95,1337,5.0
70,20,1867,8.5
58,20,2730,5.5
24,90,1944,4.0
14,40,2289,1.0
41,95,1927,3.5
46,25,3061,7.0
26,200,1527,2.0
116,50,1462,10.5
20,50,1392,4.5
36,95,1588,5.5
17,40,1589,1.5
101,50,1743,9.5
44,55,2311,3.5
82,20,3449,4.0
64,200,1559,11.0
19,20,1703,4.0
55,20,2340,7.5
51,150,2030,6.5
45,30,1722,4.0
16,35,2529,2.0
43,95,2595,7.0
41,95,1806,2.5
95,50,1990,5.0
241,180,2412,17.5
9,50,1329,1.5
53,200,1387,2.0
